2025-06-05 13:25:58.910 +08:00 || Information ||  || 服务启动："Services Starting..." ||  ||end 
2025-06-05 13:47:10.901 +08:00 || Information || MQWebApplication.Controllers.MQController || 接收返回MQ消息:SdkResponse`1 { Result: null, Msg: "服务器连接异常", Code: "SDK10200", IsSuccessful: False, Data: null, OID: null } ||  ||end 
2025-06-05 13:47:13.795 +08:00 || Information || MQWebApplication.Controllers.MQController || 科室XML消息体内容:"<ESBEntry><AccessControl><SysFlag>1</SysFlag><UserName>rsgl</UserName><Password>rsgl123</Password><Fid>PS02004</Fid><OrderNo>PS02004S01001</OrderNo></AccessControl><MessageHeader><OrderNo>PS02004S01001</OrderNo><Fid>PS02004</Fid><SourceSysCode>S27</SourceSysCode><ReturnFlag>-1</ReturnFlag><HospCode>GH01</HospCode><TargetSysCode>S00</TargetSysCode><MsgDate>2025-06-05 13:47:13</MsgDate></MessageHeader><MsgInfo flag=\"\"><Msg id=\"996\" lastUpdate=\"2025-06-05 13:47:13\" action=\"update\"><RECORD_DATE /><SUBOR_HOSPITAL_DISTRICT>A</SUBOR_HOSPITAL_DISTRICT><DEPT_CODE>1234</DEPT_CODE><DEPT_NAME>测试科室</DEPT_NAME><OI_DEPT_FLAG /><MS_DEPT_FLAG /><DEPT_CATEG_CODE>O</DEPT_CATEG_CODE><DEPT_CATEG_NAME>其它</DEPT_CATEG_NAME><SUPERIOR_DEPT_CODE /><SUPERIOR_DEPT_NAME /><LOCATION /><CLINIC_DEPT_FLAG /><IS_WARD>0</IS_WARD><WUBI_CODE /><UPDATE_USER /><UPDATE_TIME>2025-06-05 13:47:13</UPDATE_TIME><UPDATE_FLAG>0</UPDATE_FLAG><PINYIN_CODE /><INVALID_FLAG>1</INVALID_FLAG></Msg></MsgInfo></ESBEntry>" ||  ||end 
2025-06-05 13:47:13.797 +08:00 || Information || MQWebApplication.Controllers.MQController || 生成科室MQ消息体内容:PutMsgDto { DataChannel: "PS02004", Msg: "<ESBEntry><AccessControl><SysFlag>1</SysFlag><UserName>rsgl</UserName><Password>rsgl123</Password><Fid>PS02004</Fid><OrderNo>PS02004S01001</OrderNo></AccessControl><MessageHeader><OrderNo>PS02004S01001</OrderNo><Fid>PS02004</Fid><SourceSysCode>S27</SourceSysCode><ReturnFlag>-1</ReturnFlag><HospCode>GH01</HospCode><TargetSysCode>S00</TargetSysCode><MsgDate>2025-06-05 13:47:13</MsgDate></MessageHeader><MsgInfo flag=\"\"><Msg id=\"996\" lastUpdate=\"2025-06-05 13:47:13\" action=\"update\"><RECORD_DATE /><SUBOR_HOSPITAL_DISTRICT>A</SUBOR_HOSPITAL_DISTRICT><DEPT_CODE>1234</DEPT_CODE><DEPT_NAME>测试科室</DEPT_NAME><OI_DEPT_FLAG /><MS_DEPT_FLAG /><DEPT_CATEG_CODE>O</DEPT_CATEG_CODE><DEPT_CATEG_NAME>其它</DEPT_CATEG_NAME><SUPERIOR_DEPT_CODE /><SUPERIOR_DEPT_NAME /><LOCATION /><CLINIC_DEPT_FLAG /><IS_WARD>0</IS_WARD><WUBI_CODE /><UPDATE_USER /><UPDATE_TIME>2025-06-05 13:47:13</UPDATE_TIME><UPDATE_FLAG>0</UPDATE_FLAG><PINYIN_CODE /><INVALID_FLAG>1</INVALID_FLAG></Msg></MsgInfo></ESBEntry>", MsgId: null, QMgrName: "QMGR.P27", WaitInternal: 10000 } ||  ||end 
2025-06-05 13:47:14.848 +08:00 || Information || MQWebApplication.Controllers.MQController || 接收返回MQ消息:SdkResponse`1 { Result: null, Msg: "服务器连接异常", Code: "SDK10200", IsSuccessful: False, Data: null, OID: null } ||  ||end 
2025-06-05 13:47:14.852 +08:00 || Information || MQWebApplication.Controllers.MQController || 员工XML消息体内容:"<ESBEntry><AccessControl><SysFlag>1</SysFlag><UserName>rsgl</UserName><Password>rsgl123</Password><Fid>PS02005</Fid><OrderNo>PS02005S01001</OrderNo></AccessControl><MessageHeader><OrderNo>PS02005S01001</OrderNo><Fid>PS02005</Fid><SourceSysCode>S27</SourceSysCode><ReturnFlag>-1</ReturnFlag><HospCode>GH01</HospCode><TargetSysCode>S00</TargetSysCode><MsgDate>2025-06-05 13:47:14</MsgDate></MessageHeader><MsgInfo flag=\"\"><Msg id=\"996\" lastUpdate=\"2025-06-05 13:47:14\" action=\"update\"><IS_WARD>0</IS_WARD><WUBI_CODE>IWMTCUA</WUBI_CODE><UPDATE_USER>006165</UPDATE_USER><UPDATE_TIME>2025-06-05 13:47:14</UPDATE_TIME><UPDATE_FLAG>0</UPDATE_FLAG><TITLE_LEVEL_NAME>主任医师</TITLE_LEVEL_NAME><TITLE_LEVEL_CODE>01</TITLE_LEVEL_CODE><SUBOR_DEPT_NAME>消化内科三病区</SUBOR_DEPT_NAME><SUBOR_DEPT_CODE>2983</SUBOR_DEPT_CODE><STAFF_NAME>张三</STAFF_NAME><STAFF_CODE>S001</STAFF_CODE><STAFF_CATEG_NAME>医生</STAFF_CATEG_NAME><STAFF_CATEG_CODE>D</STAFF_CATEG_CODE><STAFF_BRIEFING>消化内科专家</STAFF_BRIEFING><ROLE_AUTHORITY_NAME>管理员</ROLE_AUTHORITY_NAME><ROLE_AUTHORITY_CODE>ADMIN</ROLE_AUTHORITY_CODE><POLITICAL_STATUS>党员</POLITICAL_STATUS><PINYIN_CODE>ZHANGSAN</PINYIN_CODE><PHYSI_SEX_NAME>男</PHYSI_SEX_NAME><PHYSI_SEX_CODE>M</PHYSI_SEX_CODE><PHONE_NO_OFFICE>010-12345678</PHONE_NO_OFFICE><PHONE_NO_HOME>010-87654321</PHONE_NO_HOME><PHONE_NO>138-1234-5678</PHONE_NO><NATIVE_ADDR>北京市朝阳区</NATIVE_ADDR><NATION_NAME>中国</NATION_NAME><NATION_CODE>CN</NATION_CODE><MARITAL_STATUS_NAME>已婚</MARITAL_STATUS_NAME><MARITAL_STATUS_CODE>MARRIED</MARITAL_STATUS_CODE><MAJOR_SKILL_POST_NAME>内科医生</MAJOR_SKILL_POST_NAME><MAJOR_SKILL_POST_CODE>MD</MAJOR_SKILL_POST_CODE><LOGIN_PASSWORD>hashed_password</LOGIN_PASSWORD><LOGIN_NAME>zhangsan</LOGIN_NAME><INVALID_FLAG>0</INVALID_FLAG><ID_NUMBER>11010519900515001X</ID_NUMBER><HUKOU_ADDR>北京市海淀区</HUKOU_ADDR><ETHNIC_NAME>汉族</ETHNIC_NAME><ETHNIC_CODE>01</ETHNIC_CODE><EMAIL>zhangsan@example.com</EMAIL><EDUCATION_NAME>博士</EDUCATION_NAME><EDUCATION_CODE>PHD</EDUCATION_CODE><DATE_BIRTH /><CURR_ADDR>北京市朝阳区望京</CURR_ADDR><CREATE_USER>006165</CREATE_USER><CREATE_TIME /></Msg></MsgInfo></ESBEntry>" ||  ||end 
2025-06-05 13:47:14.853 +08:00 || Information || MQWebApplication.Controllers.MQController || 生成员工MQ消息体内容:PutMsgDto { DataChannel: "PS02005", Msg: "<ESBEntry><AccessControl><SysFlag>1</SysFlag><UserName>rsgl</UserName><Password>rsgl123</Password><Fid>PS02005</Fid><OrderNo>PS02005S01001</OrderNo></AccessControl><MessageHeader><OrderNo>PS02005S01001</OrderNo><Fid>PS02005</Fid><SourceSysCode>S27</SourceSysCode><ReturnFlag>-1</ReturnFlag><HospCode>GH01</HospCode><TargetSysCode>S00</TargetSysCode><MsgDate>2025-06-05 13:47:14</MsgDate></MessageHeader><MsgInfo flag=\"\"><Msg id=\"996\" lastUpdate=\"2025-06-05 13:47:14\" action=\"update\"><IS_WARD>0</IS_WARD><WUBI_CODE>IWMTCUA</WUBI_CODE><UPDATE_USER>006165</UPDATE_USER><UPDATE_TIME>2025-06-05 13:47:14</UPDATE_TIME><UPDATE_FLAG>0</UPDATE_FLAG><TITLE_LEVEL_NAME>主任医师</TITLE_LEVEL_NAME><TITLE_LEVEL_CODE>01</TITLE_LEVEL_CODE><SUBOR_DEPT_NAME>消化内科三病区</SUBOR_DEPT_NAME><SUBOR_DEPT_CODE>2983</SUBOR_DEPT_CODE><STAFF_NAME>张三</STAFF_NAME><STAFF_CODE>S001</STAFF_CODE><STAFF_CATEG_NAME>医生</STAFF_CATEG_NAME><STAFF_CATEG_CODE>D</STAFF_CATEG_CODE><STAFF_BRIEFING>消化内科专家</STAFF_BRIEFING><ROLE_AUTHORITY_NAME>管理员</ROLE_AUTHORITY_NAME><ROLE_AUTHORITY_CODE>ADMIN</ROLE_AUTHORITY_CODE><POLITICAL_STATUS>党员</POLITICAL_STATUS><PINYIN_CODE>ZHANGSAN</PINYIN_CODE><PHYSI_SEX_NAME>男</PHYSI_SEX_NAME><PHYSI_SEX_CODE>M</PHYSI_SEX_CODE><PHONE_NO_OFFICE>010-12345678</PHONE_NO_OFFICE><PHONE_NO_HOME>010-87654321</PHONE_NO_HOME><PHONE_NO>138-1234-5678</PHONE_NO><NATIVE_ADDR>北京市朝阳区</NATIVE_ADDR><NATION_NAME>中国</NATION_NAME><NATION_CODE>CN</NATION_CODE><MARITAL_STATUS_NAME>已婚</MARITAL_STATUS_NAME><MARITAL_STATUS_CODE>MARRIED</MARITAL_STATUS_CODE><MAJOR_SKILL_POST_NAME>内科医生</MAJOR_SKILL_POST_NAME><MAJOR_SKILL_POST_CODE>MD</MAJOR_SKILL_POST_CODE><LOGIN_PASSWORD>hashed_password</LOGIN_PASSWORD><LOGIN_NAME>zhangsan</LOGIN_NAME><INVALID_FLAG>0</INVALID_FLAG><ID_NUMBER>11010519900515001X</ID_NUMBER><HUKOU_ADDR>北京市海淀区</HUKOU_ADDR><ETHNIC_NAME>汉族</ETHNIC_NAME><ETHNIC_CODE>01</ETHNIC_CODE><EMAIL>zhangsan@example.com</EMAIL><EDUCATION_NAME>博士</EDUCATION_NAME><EDUCATION_CODE>PHD</EDUCATION_CODE><DATE_BIRTH /><CURR_ADDR>北京市朝阳区望京</CURR_ADDR><CREATE_USER>006165</CREATE_USER><CREATE_TIME /></Msg></MsgInfo></ESBEntry>", MsgId: null, QMgrName: "QMGR.P27", WaitInternal: 10000 } ||  ||end 
2025-06-05 13:47:15.894 +08:00 || Information || MQWebApplication.Controllers.MQController || 接收返回MQ消息:SdkResponse`1 { Result: null, Msg: "服务器连接异常", Code: "SDK10200", IsSuccessful: False, Data: null, OID: null } ||  ||end 
2025-06-05 13:47:18.807 +08:00 || Information || MQWebApplication.Controllers.MQController || 科室XML消息体内容:"<ESBEntry><AccessControl><SysFlag>1</SysFlag><UserName>rsgl</UserName><Password>rsgl123</Password><Fid>PS02004</Fid><OrderNo>PS02004S01001</OrderNo></AccessControl><MessageHeader><OrderNo>PS02004S01001</OrderNo><Fid>PS02004</Fid><SourceSysCode>S27</SourceSysCode><ReturnFlag>-1</ReturnFlag><HospCode>GH01</HospCode><TargetSysCode>S00</TargetSysCode><MsgDate>2025-06-05 13:47:18</MsgDate></MessageHeader><MsgInfo flag=\"\"><Msg id=\"996\" lastUpdate=\"2025-06-05 13:47:18\" action=\"update\"><RECORD_DATE /><SUBOR_HOSPITAL_DISTRICT>A</SUBOR_HOSPITAL_DISTRICT><DEPT_CODE>1234</DEPT_CODE><DEPT_NAME>测试科室</DEPT_NAME><OI_DEPT_FLAG /><MS_DEPT_FLAG /><DEPT_CATEG_CODE>O</DEPT_CATEG_CODE><DEPT_CATEG_NAME>其它</DEPT_CATEG_NAME><SUPERIOR_DEPT_CODE /><SUPERIOR_DEPT_NAME /><LOCATION /><CLINIC_DEPT_FLAG /><IS_WARD>0</IS_WARD><WUBI_CODE /><UPDATE_USER /><UPDATE_TIME>2025-06-05 13:47:18</UPDATE_TIME><UPDATE_FLAG>0</UPDATE_FLAG><PINYIN_CODE /><INVALID_FLAG>1</INVALID_FLAG></Msg></MsgInfo></ESBEntry>" ||  ||end 
2025-06-05 13:47:18.810 +08:00 || Information || MQWebApplication.Controllers.MQController || 生成科室MQ消息体内容:PutMsgDto { DataChannel: "PS02004", Msg: "<ESBEntry><AccessControl><SysFlag>1</SysFlag><UserName>rsgl</UserName><Password>rsgl123</Password><Fid>PS02004</Fid><OrderNo>PS02004S01001</OrderNo></AccessControl><MessageHeader><OrderNo>PS02004S01001</OrderNo><Fid>PS02004</Fid><SourceSysCode>S27</SourceSysCode><ReturnFlag>-1</ReturnFlag><HospCode>GH01</HospCode><TargetSysCode>S00</TargetSysCode><MsgDate>2025-06-05 13:47:18</MsgDate></MessageHeader><MsgInfo flag=\"\"><Msg id=\"996\" lastUpdate=\"2025-06-05 13:47:18\" action=\"update\"><RECORD_DATE /><SUBOR_HOSPITAL_DISTRICT>A</SUBOR_HOSPITAL_DISTRICT><DEPT_CODE>1234</DEPT_CODE><DEPT_NAME>测试科室</DEPT_NAME><OI_DEPT_FLAG /><MS_DEPT_FLAG /><DEPT_CATEG_CODE>O</DEPT_CATEG_CODE><DEPT_CATEG_NAME>其它</DEPT_CATEG_NAME><SUPERIOR_DEPT_CODE /><SUPERIOR_DEPT_NAME /><LOCATION /><CLINIC_DEPT_FLAG /><IS_WARD>0</IS_WARD><WUBI_CODE /><UPDATE_USER /><UPDATE_TIME>2025-06-05 13:47:18</UPDATE_TIME><UPDATE_FLAG>0</UPDATE_FLAG><PINYIN_CODE /><INVALID_FLAG>1</INVALID_FLAG></Msg></MsgInfo></ESBEntry>", MsgId: null, QMgrName: "QMGR.P27", WaitInternal: 10000 } ||  ||end 
2025-06-05 13:47:19.840 +08:00 || Information || MQWebApplication.Controllers.MQController || 接收返回MQ消息:SdkResponse`1 { Result: null, Msg: "服务器连接异常", Code: "SDK10200", IsSuccessful: False, Data: null, OID: null } ||  ||end 
2025-06-05 13:47:19.846 +08:00 || Information || MQWebApplication.Controllers.MQController || 员工XML消息体内容:"<ESBEntry><AccessControl><SysFlag>1</SysFlag><UserName>rsgl</UserName><Password>rsgl123</Password><Fid>PS02005</Fid><OrderNo>PS02005S01001</OrderNo></AccessControl><MessageHeader><OrderNo>PS02005S01001</OrderNo><Fid>PS02005</Fid><SourceSysCode>S27</SourceSysCode><ReturnFlag>-1</ReturnFlag><HospCode>GH01</HospCode><TargetSysCode>S00</TargetSysCode><MsgDate>2025-06-05 13:47:19</MsgDate></MessageHeader><MsgInfo flag=\"\"><Msg id=\"996\" lastUpdate=\"2025-06-05 13:47:19\" action=\"update\"><IS_WARD>0</IS_WARD><WUBI_CODE>IWMTCUA</WUBI_CODE><UPDATE_USER>006165</UPDATE_USER><UPDATE_TIME>2025-06-05 13:47:19</UPDATE_TIME><UPDATE_FLAG>0</UPDATE_FLAG><TITLE_LEVEL_NAME>主任医师</TITLE_LEVEL_NAME><TITLE_LEVEL_CODE>01</TITLE_LEVEL_CODE><SUBOR_DEPT_NAME>消化内科三病区</SUBOR_DEPT_NAME><SUBOR_DEPT_CODE>2983</SUBOR_DEPT_CODE><STAFF_NAME>张三</STAFF_NAME><STAFF_CODE>S001</STAFF_CODE><STAFF_CATEG_NAME>医生</STAFF_CATEG_NAME><STAFF_CATEG_CODE>D</STAFF_CATEG_CODE><STAFF_BRIEFING>消化内科专家</STAFF_BRIEFING><ROLE_AUTHORITY_NAME>管理员</ROLE_AUTHORITY_NAME><ROLE_AUTHORITY_CODE>ADMIN</ROLE_AUTHORITY_CODE><POLITICAL_STATUS>党员</POLITICAL_STATUS><PINYIN_CODE>ZHANGSAN</PINYIN_CODE><PHYSI_SEX_NAME>男</PHYSI_SEX_NAME><PHYSI_SEX_CODE>M</PHYSI_SEX_CODE><PHONE_NO_OFFICE>010-12345678</PHONE_NO_OFFICE><PHONE_NO_HOME>010-87654321</PHONE_NO_HOME><PHONE_NO>138-1234-5678</PHONE_NO><NATIVE_ADDR>北京市朝阳区</NATIVE_ADDR><NATION_NAME>中国</NATION_NAME><NATION_CODE>CN</NATION_CODE><MARITAL_STATUS_NAME>已婚</MARITAL_STATUS_NAME><MARITAL_STATUS_CODE>MARRIED</MARITAL_STATUS_CODE><MAJOR_SKILL_POST_NAME>内科医生</MAJOR_SKILL_POST_NAME><MAJOR_SKILL_POST_CODE>MD</MAJOR_SKILL_POST_CODE><LOGIN_PASSWORD>hashed_password</LOGIN_PASSWORD><LOGIN_NAME>zhangsan</LOGIN_NAME><INVALID_FLAG>0</INVALID_FLAG><ID_NUMBER>11010519900515001X</ID_NUMBER><HUKOU_ADDR>北京市海淀区</HUKOU_ADDR><ETHNIC_NAME>汉族</ETHNIC_NAME><ETHNIC_CODE>01</ETHNIC_CODE><EMAIL>zhangsan@example.com</EMAIL><EDUCATION_NAME>博士</EDUCATION_NAME><EDUCATION_CODE>PHD</EDUCATION_CODE><DATE_BIRTH /><CURR_ADDR>北京市朝阳区望京</CURR_ADDR><CREATE_USER>006165</CREATE_USER><CREATE_TIME /></Msg></MsgInfo></ESBEntry>" ||  ||end 
2025-06-05 13:47:19.847 +08:00 || Information || MQWebApplication.Controllers.MQController || 生成员工MQ消息体内容:PutMsgDto { DataChannel: "PS02005", Msg: "<ESBEntry><AccessControl><SysFlag>1</SysFlag><UserName>rsgl</UserName><Password>rsgl123</Password><Fid>PS02005</Fid><OrderNo>PS02005S01001</OrderNo></AccessControl><MessageHeader><OrderNo>PS02005S01001</OrderNo><Fid>PS02005</Fid><SourceSysCode>S27</SourceSysCode><ReturnFlag>-1</ReturnFlag><HospCode>GH01</HospCode><TargetSysCode>S00</TargetSysCode><MsgDate>2025-06-05 13:47:19</MsgDate></MessageHeader><MsgInfo flag=\"\"><Msg id=\"996\" lastUpdate=\"2025-06-05 13:47:19\" action=\"update\"><IS_WARD>0</IS_WARD><WUBI_CODE>IWMTCUA</WUBI_CODE><UPDATE_USER>006165</UPDATE_USER><UPDATE_TIME>2025-06-05 13:47:19</UPDATE_TIME><UPDATE_FLAG>0</UPDATE_FLAG><TITLE_LEVEL_NAME>主任医师</TITLE_LEVEL_NAME><TITLE_LEVEL_CODE>01</TITLE_LEVEL_CODE><SUBOR_DEPT_NAME>消化内科三病区</SUBOR_DEPT_NAME><SUBOR_DEPT_CODE>2983</SUBOR_DEPT_CODE><STAFF_NAME>张三</STAFF_NAME><STAFF_CODE>S001</STAFF_CODE><STAFF_CATEG_NAME>医生</STAFF_CATEG_NAME><STAFF_CATEG_CODE>D</STAFF_CATEG_CODE><STAFF_BRIEFING>消化内科专家</STAFF_BRIEFING><ROLE_AUTHORITY_NAME>管理员</ROLE_AUTHORITY_NAME><ROLE_AUTHORITY_CODE>ADMIN</ROLE_AUTHORITY_CODE><POLITICAL_STATUS>党员</POLITICAL_STATUS><PINYIN_CODE>ZHANGSAN</PINYIN_CODE><PHYSI_SEX_NAME>男</PHYSI_SEX_NAME><PHYSI_SEX_CODE>M</PHYSI_SEX_CODE><PHONE_NO_OFFICE>010-12345678</PHONE_NO_OFFICE><PHONE_NO_HOME>010-87654321</PHONE_NO_HOME><PHONE_NO>138-1234-5678</PHONE_NO><NATIVE_ADDR>北京市朝阳区</NATIVE_ADDR><NATION_NAME>中国</NATION_NAME><NATION_CODE>CN</NATION_CODE><MARITAL_STATUS_NAME>已婚</MARITAL_STATUS_NAME><MARITAL_STATUS_CODE>MARRIED</MARITAL_STATUS_CODE><MAJOR_SKILL_POST_NAME>内科医生</MAJOR_SKILL_POST_NAME><MAJOR_SKILL_POST_CODE>MD</MAJOR_SKILL_POST_CODE><LOGIN_PASSWORD>hashed_password</LOGIN_PASSWORD><LOGIN_NAME>zhangsan</LOGIN_NAME><INVALID_FLAG>0</INVALID_FLAG><ID_NUMBER>11010519900515001X</ID_NUMBER><HUKOU_ADDR>北京市海淀区</HUKOU_ADDR><ETHNIC_NAME>汉族</ETHNIC_NAME><ETHNIC_CODE>01</ETHNIC_CODE><EMAIL>zhangsan@example.com</EMAIL><EDUCATION_NAME>博士</EDUCATION_NAME><EDUCATION_CODE>PHD</EDUCATION_CODE><DATE_BIRTH /><CURR_ADDR>北京市朝阳区望京</CURR_ADDR><CREATE_USER>006165</CREATE_USER><CREATE_TIME /></Msg></MsgInfo></ESBEntry>", MsgId: null, QMgrName: "QMGR.P27", WaitInternal: 10000 } ||  ||end 
2025-06-05 13:47:20.919 +08:00 || Information || MQWebApplication.Controllers.MQController || 接收返回MQ消息:SdkResponse`1 { Result: null, Msg: "服务器连接异常", Code: "SDK10200", IsSuccessful: False, Data: null, OID: null } ||  ||end 
2025-06-05 13:47:23.808 +08:00 || Information || MQWebApplication.Controllers.MQController || 科室XML消息体内容:"<ESBEntry><AccessControl><SysFlag>1</SysFlag><UserName>rsgl</UserName><Password>rsgl123</Password><Fid>PS02004</Fid><OrderNo>PS02004S01001</OrderNo></AccessControl><MessageHeader><OrderNo>PS02004S01001</OrderNo><Fid>PS02004</Fid><SourceSysCode>S27</SourceSysCode><ReturnFlag>-1</ReturnFlag><HospCode>GH01</HospCode><TargetSysCode>S00</TargetSysCode><MsgDate>2025-06-05 13:47:23</MsgDate></MessageHeader><MsgInfo flag=\"\"><Msg id=\"996\" lastUpdate=\"2025-06-05 13:47:23\" action=\"update\"><RECORD_DATE /><SUBOR_HOSPITAL_DISTRICT>A</SUBOR_HOSPITAL_DISTRICT><DEPT_CODE>1234</DEPT_CODE><DEPT_NAME>测试科室</DEPT_NAME><OI_DEPT_FLAG /><MS_DEPT_FLAG /><DEPT_CATEG_CODE>O</DEPT_CATEG_CODE><DEPT_CATEG_NAME>其它</DEPT_CATEG_NAME><SUPERIOR_DEPT_CODE /><SUPERIOR_DEPT_NAME /><LOCATION /><CLINIC_DEPT_FLAG /><IS_WARD>0</IS_WARD><WUBI_CODE /><UPDATE_USER /><UPDATE_TIME>2025-06-05 13:47:23</UPDATE_TIME><UPDATE_FLAG>0</UPDATE_FLAG><PINYIN_CODE /><INVALID_FLAG>1</INVALID_FLAG></Msg></MsgInfo></ESBEntry>" ||  ||end 
2025-06-05 13:47:23.810 +08:00 || Information || MQWebApplication.Controllers.MQController || 生成科室MQ消息体内容:PutMsgDto { DataChannel: "PS02004", Msg: "<ESBEntry><AccessControl><SysFlag>1</SysFlag><UserName>rsgl</UserName><Password>rsgl123</Password><Fid>PS02004</Fid><OrderNo>PS02004S01001</OrderNo></AccessControl><MessageHeader><OrderNo>PS02004S01001</OrderNo><Fid>PS02004</Fid><SourceSysCode>S27</SourceSysCode><ReturnFlag>-1</ReturnFlag><HospCode>GH01</HospCode><TargetSysCode>S00</TargetSysCode><MsgDate>2025-06-05 13:47:23</MsgDate></MessageHeader><MsgInfo flag=\"\"><Msg id=\"996\" lastUpdate=\"2025-06-05 13:47:23\" action=\"update\"><RECORD_DATE /><SUBOR_HOSPITAL_DISTRICT>A</SUBOR_HOSPITAL_DISTRICT><DEPT_CODE>1234</DEPT_CODE><DEPT_NAME>测试科室</DEPT_NAME><OI_DEPT_FLAG /><MS_DEPT_FLAG /><DEPT_CATEG_CODE>O</DEPT_CATEG_CODE><DEPT_CATEG_NAME>其它</DEPT_CATEG_NAME><SUPERIOR_DEPT_CODE /><SUPERIOR_DEPT_NAME /><LOCATION /><CLINIC_DEPT_FLAG /><IS_WARD>0</IS_WARD><WUBI_CODE /><UPDATE_USER /><UPDATE_TIME>2025-06-05 13:47:23</UPDATE_TIME><UPDATE_FLAG>0</UPDATE_FLAG><PINYIN_CODE /><INVALID_FLAG>1</INVALID_FLAG></Msg></MsgInfo></ESBEntry>", MsgId: null, QMgrName: "QMGR.P27", WaitInternal: 10000 } ||  ||end 
2025-06-05 13:47:24.840 +08:00 || Information || MQWebApplication.Controllers.MQController || 接收返回MQ消息:SdkResponse`1 { Result: null, Msg: "服务器连接异常", Code: "SDK10200", IsSuccessful: False, Data: null, OID: null } ||  ||end 
2025-06-05 13:47:24.844 +08:00 || Information || MQWebApplication.Controllers.MQController || 员工XML消息体内容:"<ESBEntry><AccessControl><SysFlag>1</SysFlag><UserName>rsgl</UserName><Password>rsgl123</Password><Fid>PS02005</Fid><OrderNo>PS02005S01001</OrderNo></AccessControl><MessageHeader><OrderNo>PS02005S01001</OrderNo><Fid>PS02005</Fid><SourceSysCode>S27</SourceSysCode><ReturnFlag>-1</ReturnFlag><HospCode>GH01</HospCode><TargetSysCode>S00</TargetSysCode><MsgDate>2025-06-05 13:47:24</MsgDate></MessageHeader><MsgInfo flag=\"\"><Msg id=\"996\" lastUpdate=\"2025-06-05 13:47:24\" action=\"update\"><IS_WARD>0</IS_WARD><WUBI_CODE>IWMTCUA</WUBI_CODE><UPDATE_USER>006165</UPDATE_USER><UPDATE_TIME>2025-06-05 13:47:24</UPDATE_TIME><UPDATE_FLAG>0</UPDATE_FLAG><TITLE_LEVEL_NAME>主任医师</TITLE_LEVEL_NAME><TITLE_LEVEL_CODE>01</TITLE_LEVEL_CODE><SUBOR_DEPT_NAME>消化内科三病区</SUBOR_DEPT_NAME><SUBOR_DEPT_CODE>2983</SUBOR_DEPT_CODE><STAFF_NAME>张三</STAFF_NAME><STAFF_CODE>S001</STAFF_CODE><STAFF_CATEG_NAME>医生</STAFF_CATEG_NAME><STAFF_CATEG_CODE>D</STAFF_CATEG_CODE><STAFF_BRIEFING>消化内科专家</STAFF_BRIEFING><ROLE_AUTHORITY_NAME>管理员</ROLE_AUTHORITY_NAME><ROLE_AUTHORITY_CODE>ADMIN</ROLE_AUTHORITY_CODE><POLITICAL_STATUS>党员</POLITICAL_STATUS><PINYIN_CODE>ZHANGSAN</PINYIN_CODE><PHYSI_SEX_NAME>男</PHYSI_SEX_NAME><PHYSI_SEX_CODE>M</PHYSI_SEX_CODE><PHONE_NO_OFFICE>010-12345678</PHONE_NO_OFFICE><PHONE_NO_HOME>010-87654321</PHONE_NO_HOME><PHONE_NO>138-1234-5678</PHONE_NO><NATIVE_ADDR>北京市朝阳区</NATIVE_ADDR><NATION_NAME>中国</NATION_NAME><NATION_CODE>CN</NATION_CODE><MARITAL_STATUS_NAME>已婚</MARITAL_STATUS_NAME><MARITAL_STATUS_CODE>MARRIED</MARITAL_STATUS_CODE><MAJOR_SKILL_POST_NAME>内科医生</MAJOR_SKILL_POST_NAME><MAJOR_SKILL_POST_CODE>MD</MAJOR_SKILL_POST_CODE><LOGIN_PASSWORD>hashed_password</LOGIN_PASSWORD><LOGIN_NAME>zhangsan</LOGIN_NAME><INVALID_FLAG>0</INVALID_FLAG><ID_NUMBER>11010519900515001X</ID_NUMBER><HUKOU_ADDR>北京市海淀区</HUKOU_ADDR><ETHNIC_NAME>汉族</ETHNIC_NAME><ETHNIC_CODE>01</ETHNIC_CODE><EMAIL>zhangsan@example.com</EMAIL><EDUCATION_NAME>博士</EDUCATION_NAME><EDUCATION_CODE>PHD</EDUCATION_CODE><DATE_BIRTH /><CURR_ADDR>北京市朝阳区望京</CURR_ADDR><CREATE_USER>006165</CREATE_USER><CREATE_TIME /></Msg></MsgInfo></ESBEntry>" ||  ||end 
